1	0.0
2	0.0625
3	0.08203125
4	0.08837891
5	0.090271
6	0.09088135
7	0.09107494
8	0.09113801
9	0.09115845
10	0.09116513
11	0.09116731
12	0.09116802
13	0.09116826
14	0.09116833
15	0.09116836
16	0.09116837
17	0.09116837
18	0.09116837
19	0.09116837
20	0.09116837
21	0.09116837
22	0.09116837
23	0.09116837
24	0.09116837
25	0.09116837
26	0.09116837
27	0.09116837
28	0.09116837
29	0.09116837
30	0.09116837
31	0.09116837
32	0.09116837
33	0.09116837
34	0.09116837
35	0.09116837
36	0.09116837
37	0.09116837
38	0.09116837
39	0.09116837
40	0.09116837
41	0.09116837
42	0.09116837
43	0.09116837
44	0.09116837
45	0.09116837
46	0.09116837
47	0.09116837
48	0.09116837
49	0.09116837
50	0.09116837
51	0.09116837
52	0.09116837
53	0.09116837
54	0.09116837
55	0.09116837
56	0.09116837
57	0.09116837
58	0.09116837
59	0.09116837
60	0.09116837
61	0.09116837
62	0.09116837
63	0.09116837
64	0.09116837
65	0.09116837
66	0.09116837
67	0.09116837
68	0.09116837
69	0.09116837
70	0.09116837
71	0.09116837
72	0.09116837
73	0.09116837
74	0.09116837
75	0.09116837
76	0.09116837
77	0.09116837
78	0.09116837
79	0.09116837
80	0.09116837
81	0.09116837
82	0.09116837
83	0.09116837
84	0.09116837
85	0.09116837
86	0.09116837
87	0.09116837
88	0.09116837
89	0.09116837
90	0.09116837
91	0.09116837
92	0.09116837
93	0.09116837
94	0.09116837
95	0.09116837
96	0.09116837
97	0.09116837
98	0.09116837
99	0.09116837
100	0.09116837
101	0.09116837
102	0.09116837
103	0.09116837
104	0.09116837
105	0.09116837
106	0.09116837
107	0.09116837
108	0.09116837
109	0.09116837
110	0.09116837
111	0.09116837
112	0.09116837
113	0.09116837
114	0.09116837
115	0.09116837
116	0.09116837
117	0.09116837
118	0.09116837
119	0.09116837
120	0.09116837
121	0.09116837
122	0.09116837
123	0.09116837
124	0.09116837
125	0.09116837
126	0.09116837
127	0.09116837
128	0.09116837
129	0.09116837
130	0.09116837
131	0.09116837
132	0.09116837
133	0.09116837
134	0.09116837
135	0.09116837
136	0.09116837
137	0.09116837
138	0.09116837
139	0.09116837
140	0.09116837
141	0.09116837
142	0.09116837
143	0.09116837
144	0.09116837
145	0.09116837
146	0.09116837
147	0.09116837
148	0.09116837
149	0.09116837
150	0.09116837
151	0.09116837
152	0.09116837
153	0.09116837
154	0.09116837
155	0.09116837
156	0.09116837
157	0.09116837
158	0.09116837
159	0.09116837
160	0.09116837
161	0.09116837
162	0.09116837
163	0.09116837
164	0.09116837
165	0.09116837
166	0.09116837
167	0.09116837
168	0.09116837
169	0.09116837
170	0.09116837
171	0.09116837
172	0.09116837
173	0.09116837
174	0.09116837
175	0.09116837
176	0.09116837
177	0.09116837
178	0.09116837
179	0.09116837
180	0.09116837
181	0.09116837
182	0.09116837
183	0.09116837
184	0.09116837
185	0.09116837
186	0.09116837
187	0.09116837
188	0.09116837
189	0.09116837
190	0.09116837
191	0.09116837
192	0.09116837
193	0.09116837
194	0.09116837
195	0.09116837
196	0.09116837
197	0.09116837
198	0.09116837
199	0.09116837
200	0.09116837
201	0.09116837
202	0.09116837
203	0.09116837
204	0.09116837
205	0.09116837
206	0.09116837
207	0.09116837
208	0.09116837
209	0.09116837
210	0.09116837
211	0.09116837
212	0.09116837
213	0.09116837
214	0.09116837
215	0.09116837
216	0.09116837
217	0.09116837
218	0.09116837
219	0.09116837
220	0.09116837
221	0.09116837
222	0.09116837
223	0.09116837
224	0.09116837
225	0.09116837
226	0.09116837
227	0.09116837
228	0.09116837
229	0.09116837
230	0.09116837
231	0.09116837
232	0.09116837
233	0.09116837
234	0.09116837
235	0.09116837
236	0.09116837
237	0.09116837
238	0.09116837
239	0.09116837
240	0.09116837
241	0.09116837
242	0.09116837
243	0.09116837
244	0.09116837
245	0.09116837
246	0.09116837
247	0.09116837
248	0.09116837
249	0.09116837
250	0.09116837
251	0.09116837
252	0.09116837
253	0.09116837
254	0.09116837
255	0.09116837
256	0.09116837
257	0.09116837
258	0.09116837
259	0.09116837
260	0.09116837
261	0.09116837
262	0.09116837
263	0.09116837
264	0.09116837
265	0.09116837
266	0.09116837
267	0.09116837
268	0.09116837
269	0.09116837
270	0.09116837
271	0.09116837
272	0.09116837
273	0.09116837
274	0.09116837
275	0.09116837
276	0.09116837
277	0.09116837
278	0.09116837
279	0.09116837
280	0.09116837
281	0.09116837
282	0.09116837
283	0.09116837
284	0.09116837
285	0.09116837
286	0.09116837
287	0.09116837
288	0.09116837
289	0.09116837
290	0.09116837
291	0.09116837
292	0.09116837
293	0.09116837
294	0.09116837
295	0.09116837
296	0.09116837
297	0.09116837
298	0.09116837
299	0.09116837
300	0.09116837
301	0.09116837
302	0.09116837
303	0.09116837
304	0.09116837
305	0.09116837
306	0.09116837
307	0.09116837
308	0.09116837
309	0.09116837
310	0.09116837
311	0.09116837
312	0.09116837
313	0.09116837
314	0.09116837
315	0.09116837
316	0.09116837
317	0.09116837
318	0.09116837
319	0.09116837
320	0.09116837
321	0.09116837
322	0.09116837
323	0.09116837
324	0.09116837
325	0.09116837
326	0.09116837
327	0.09116837
328	0.09116837
329	0.09116837
330	0.09116837
331	0.09116837
332	0.09116837
333	0.09116837
334	0.09116837
335	0.09116837
336	0.09116837
337	0.09116837
338	0.09116837
339	0.09116837
340	0.09116837
341	0.09116837
342	0.09116837
343	0.09116837
344	0.09116837
345	0.09116837
346	0.09116837
347	0.09116837
348	0.09116837
349	0.09116837
350	0.09116837
351	0.09116837
352	0.09116837
353	0.09116837
354	0.09116837
355	0.09116837
356	0.09116837
357	0.09116837
358	0.09116837
359	0.09116837
360	0.09116837
361	0.09116837
362	0.09116837
363	0.09116837
364	0.09116837
365	0.09116837
366	0.09116837
367	0.09116837
368	0.09116837
369	0.09116837
370	0.09116837
371	0.09116837
372	0.09116837
373	0.09116837
374	0.09116837
375	0.09116837
376	0.09116837
377	0.09116837
378	0.09116837
379	0.09116837
380	0.09116837
381	0.09116837
382	0.09116837
383	0.09116837
384	0.09116837
385	0.09116837
386	0.09116837
387	0.09116837
388	0.09116837
389	0.09116837
390	0.09116837
391	0.09116837
392	0.09116837
393	0.09116837
394	0.09116837
395	0.09116837
396	0.09116837
397	0.09116837
398	0.09116837
399	0.09116837
400	0.09116837
401	0.09116837
402	0.09116837
403	0.09116837
404	0.09116837
405	0.09116837
406	0.09116837
407	0.09116837
408	0.09116837
409	0.09116837
410	0.09116837
411	0.09116837
412	0.09116837
413	0.09116837
414	0.09116837
415	0.09116837
416	0.09116837
417	0.09116837
418	0.09116837
419	0.09116837
420	0.09116837
421	0.09116837
422	0.09116837
423	0.09116837
424	0.09116837
425	0.09116837
426	0.09116837
427	0.09116837
428	0.09116837
429	0.09116837
430	0.09116837
431	0.09116837
432	0.09116837
433	0.09116837
434	0.09116837
435	0.09116837
436	0.09116837
437	0.09116837
438	0.09116837
439	0.09116837
440	0.09116837
441	0.09116837
442	0.09116837
443	0.09116837
444	0.09116837
445	0.09116837
446	0.09116837
447	0.09116837
448	0.09116837
449	0.09116837
450	0.09116837
451	0.09116837
452	0.09116837
453	0.09116837
454	0.09116837
455	0.09116837
456	0.09116837
457	0.09116837
458	0.09116837
459	0.09116837
460	0.09116837
461	0.09116837
462	0.09116837
463	0.09116837
464	0.09116837
465	0.09116837
466	0.09116837
467	0.09116837
468	0.09116837
469	0.09116837
470	0.09116837
471	0.09116837
472	0.09116837
473	0.09116837
474	0.09116837
475	0.09116837
476	0.09116837
477	0.09116837
478	0.09116837
479	0.09116837
480	0.09116837
481	0.09116837
482	0.09116837
483	0.09116837
484	0.09116837
485	0.09116837
486	0.09116837
487	0.09116837
488	0.09116837
489	0.09116837
490	0.09116837
491	0.09116837
492	0.09116837
493	0.09116837
494	0.09116837
495	0.09116837
496	0.09116837
497	0.09116837
498	0.09116837
499	0.09116837
500	0.09116837
501	0.09116837
502	0.09116837
503	0.09116837
504	0.09116837
505	0.09116837
506	0.09116837
507	0.09116837
508	0.09116837
509	0.09116837
510	0.09116837
511	0.09116837
512	0.09116837
513	0.09116837
514	0.09116837
515	0.09116837
516	0.09116837
517	0.09116837
518	0.09116837
519	0.09116837
520	0.09116837
521	0.09116837
